id,value
1,492
2,3623
3,62
4,2724
5,4927
6,4203
7,3312
8,3212
9,4201
10,2684
11,538
12,1855
13,4072
14,1529
15,2646
16,3157
17,3985
18,355
19,4798
20,4494
21,2796
22,2235
23,3331
24,2372
25,2658
26,74
27,3184
28,2758
29,4886
30,4485
31,302
32,2449
33,2826
34,355
35,733
36,3196
37,4953
38,133
39,3369
40,1228
41,4884
42,4860
43,1485
44,2152
45,2098
46,3154
47,3590
48,309
49,3584
50,3817
51,2743
52,1000
53,4761
54,2477
55,1907
56,3473
57,3496
58,1708
59,2409
60,1657
61,2432
62,545
63,1073
64,1575
65,3301
66,689
67,1411
68,3153
69,3969
70,2695
71,4799
72,4177
73,946
74,4391
75,2563
76,2983
77,283
78,1854
79,3141
80,2586
81,55
82,1445
83,4471
84,2590
85,4457
86,3799
87,827
88,531
89,1331
90,1101
91,3432
92,1362
93,4457
94,2988
95,3396
96,4759
97,4403
98,1842
99,1623
100,3360
101,4903
102,3056
103,1479
104,257
105,2713
106,4911
107,3324
108,863
109,3519
110,3408
111,1426
112,820
113,3233
114,74
115,1611
116,3153
117,4593
118,1958
119,3330
120,1620
121,715
122,168
123,2167
124,1575
125,1849
126,1427
127,2945
128,1211
129,4013
130,4771
131,2269
132,1298
133,4082
134,886
135,4982
136,1443
137,3559
138,4692
139,2518
140,110
141,2585
142,2788
143,4411
144,88
145,4393
146,3911
147,3119
148,852
149,312
150,1449
151,3015
152,284
153,4975
154,1713
155,4192
156,1600
157,4060
158,1346
159,799
160,505
161,4581
162,4919
163,1114
164,382
165,1691
166,976
167,717
168,2048
169,4009
170,2385
171,4032
172,2216
173,3736
174,2320
175,940
176,2982
177,4504
178,3586
179,4158
180,4772
181,2185
182,3196
183,2845
184,342
185,4177
186,50
187,1112
188,386
189,4546
190,1657
191,2560
192,3358
193,4718
194,3521
195,2208
196,1915
197,331
198,2383
199,1706
200,3586
201,4280
202,74
203,4750
204,3656
205,2184
206,3008
207,4673
208,1703
209,4969
210,1061
211,4115
212,2468
213,2288
214,2548
215,454
216,2102
217,1255
218,3736
219,4970
220,3784
221,2842
222,314
223,325
224,4357
225,4264
226,440
227,4317
228,2874
229,122
230,3917
231,3004
232,3216
233,885
234,938
235,4056
236,1778
237,1114
238,2497
239,2574
240,3121
241,1168
242,470
243,3653
244,3754
245,396
246,2645
247,3892
248,4708
249,4548
250,2935
251,2708
252,2492
253,1713
254,2191
255,1928
256,1664
257,1546
258,1183
259,1792
260,3989
261,2517
262,4710
263,2816
264,4839
265,4687
266,3266
267,4172
268,1059
269,434
270,2939
271,4406
272,3905
273,1922
274,1444
275,3237
276,3508
277,3732
278,445
279,166
280,3894
281,4003
282,2803
283,943
284,3160
285,909
286,1175
287,700
288,1068
289,3008
290,513
291,797
292,3531
293,995
294,4533
295,4656
296,1042
297,4117
298,1047
299,4776
300,4443
301,3583
302,3370
303,3607
304,4264
305,2101
306,4780
307,1060
308,4831
309,1434
310,4176
311,3505
312,1004
313,2456
314,1349
315,3450
316,3102
317,1189
318,404
319,1317
320,2885
321,3591
322,2843
323,2740
324,3981
325,3786
326,1623
327,1582
328,710
329,1335
330,887
331,4747
332,4067
333,1933
334,2387
335,691
336,3165
337,3561
338,2470
339,3871
340,3258
341,747
342,2881
343,4585
344,2600
345,591
346,935
347,4977
348,3563
349,4464
350,3507
351,4597
352,1529
353,4165
354,3151
355,2427
356,3410
357,4646
358,2869
359,2485
360,4911
361,4031
362,4718
363,2849
364,4420
365,1333
366,2527
367,867
368,4983
369,4856
370,2941
371,3571
372,2429
373,445
374,4846
375,1373
376,3964
377,2246
378,4837
379,4943
380,2238
381,2745
382,4146
383,2120
384,746
385,3004
386,759
387,1464
388,1672
389,1896
390,2091
391,4164
392,3885
393,3221
394,501
395,1775
396,3538
397,3401
398,4867
399,2018
400,431
401,602
402,4517
403,1963
404,1044
405,2684
406,3237
407,4529
408,1662
409,2185
410,1955
411,87
412,1793
413,3500
414,2830
415,4567
416,4796
417,2306
418,4377
419,1272
420,2455
421,1461
422,389
423,4618
424,4861
425,4021
426,3054
427,4776
428,770
429,864
430,632
431,2649
432,1701
433,2469
434,4918
435,287
436,985
437,2859
438,3783
439,88
440,1538
441,4806
442,1237
443,1183
444,1542
445,4982
446,781
447,3329
448,1342
449,4910
450,1864
451,140
452,3623
453,4929
454,2650
455,3457
456,2661
457,1023
458,3440
459,4608
460,4449
461,2258
462,3506
463,3284
464,4094
465,4395
466,3447
467,3950
468,1846
469,1592
470,2429
471,4180
472,2348
473,1008
474,459
475,2306
476,128
477,2277
