id,value
1,2564
2,4045
3,4534
4,3071
5,3515
6,4895
7,4754
8,4976
9,1472
10,3820
11,4166
12,500
13,618
14,3028
15,586
16,1446
17,2580
18,553
19,386
20,3171
21,77
22,241
23,2173
24,410
25,2731
26,4157
27,60
28,2154
29,1340
30,4901
31,4470
32,2961
33,1806
34,1777
35,4858
36,3736
37,1732
38,3102
39,1043
40,4366
41,2127
42,3139
43,1666
44,3593
45,2919
46,3460
47,3583
48,4156
49,3263
50,647
51,3735
52,4394
53,2729
54,949
55,713
56,3359
57,1679
58,4629
59,4829
60,4240
61,4915
62,1909
63,1265
64,2389
65,2641
66,1724
67,4123
68,4049
69,1457
70,545
71,2668
72,69
73,2515
74,2912
75,294
76,754
77,4394
78,1062
79,2721
80,935
81,1881
82,1212
83,1737
84,1762
85,3663
86,1470
87,2447
88,3399
89,4049
90,1063
91,303
92,2729
93,1097
94,4184
95,4427
96,1708
97,1845
98,2479
99,835
100,4645
101,630
102,284
103,4099
104,3279
105,868
106,3832
107,346
108,3005
109,2542
110,3025
111,4322
112,450
113,4880
114,3470
115,3623
116,117
117,586
118,1658
119,1471
120,2216
121,808
122,313
123,3997
124,2149
125,3041
126,3326
127,1371
128,1166
129,2740
130,3387
131,547
132,3253
133,800
134,4857
135,84
136,4730
137,4354
138,2499
139,1137
140,1024
141,4119
142,4484
143,278
144,2186
145,2205
146,4990
147,1372
148,2159
149,470
150,3692
151,847
152,4099
153,1562
154,4929
155,3749
156,3449
157,593
158,1420
159,3094
160,4164
161,3748
162,672
163,1551
164,1936
165,2699
166,4213
167,4160
168,4955
169,1139
170,4911
171,4128
172,4085
173,4155
174,891
175,3178
176,3366
177,4886
178,3736
179,4752
180,735
181,90
182,622
183,3409
184,3355
185,1095
186,2824
187,2087
188,3174
189,4373
190,1613
191,4013
192,1784
193,3694
194,1171
195,2700
196,4138
197,1077
198,2893
199,2219
200,2182
201,421
202,1324
203,3603
204,559
205,1233
206,1183
207,2149
208,3432
209,3667
210,937
211,1043
212,333
213,3229
214,3041
215,1313
216,4599
217,4811
218,2030
219,2982
220,3184
221,2039
222,4373
223,714
224,1056
225,3455
226,3169
227,3444
228,1905
229,872
230,4804
231,1977
232,4392
233,4637
234,4045
235,398
236,2998
237,645
238,1329
239,590
240,2292
241,784
242,2363
243,2973
244,3732
245,964
246,3608
247,1266
248,1938
249,3834
250,3485
251,1835
252,1097
253,1001
254,2627
255,4599
256,4533
257,4741
258,58
259,1924
260,736
261,4023
262,680
263,3304
264,2431
265,1641
266,1426
267,118
268,3875
269,559
270,3433
271,1590
272,4520
273,3046
274,938
275,1004
276,4679
277,1258
278,3975
279,3428
280,1467
281,4650
282,2506
283,1373
284,2004
285,3712
