id,value
1,1603
2,1728
3,1590
4,694
5,3234
6,218
7,263
8,4587
9,3396
10,3882
11,4636
12,205
13,1118
14,162
15,377
16,1676
17,1309
18,1817
19,886
20,3717
21,1780
22,2744
23,652
24,4212
25,640
26,4117
27,2322
28,1485
29,777
30,4120
31,2623
32,2219
33,2790
34,4618
35,261
36,1010
37,1267
38,460
39,2427
40,1656
41,2143
42,2804
43,1946
44,2737
45,4855
46,1110
47,2859
48,2565
49,2417
50,1351
51,93
52,4633
53,2916
54,1852
55,2005
56,1916
57,1411
58,4220
59,3983
60,3592
61,132
62,2657
63,1102
64,543
65,3070
66,598
67,752
68,75
69,4192
70,711
71,260
72,2292
73,1570
74,4258
75,2826
76,2447
77,3909
78,1225
79,1896
80,166
81,4536
82,239
83,2013
84,114
85,4932
86,1954
87,4493
88,4861
89,2140
90,2847
91,176
92,2673
93,2422
94,227
95,1419
96,2522
97,3667
98,3096
99,915
100,901
101,2375
102,3322
103,2646
104,2096
105,4704
106,4595
107,2616
108,1425
109,1296
110,1343
111,1804
112,727
113,3831
114,812
115,2711
116,3427
117,2367
118,1517
119,4235
120,1309
121,263
122,3777
123,2950
124,2014
125,3271
126,3752
127,2104
128,1790
129,647
130,246
131,1243
132,1169
133,3999
134,2915
135,3042
136,4324
137,3884
138,1782
139,817
140,966
141,1338
142,3215
143,3160
144,1107
145,1789
146,2340
147,648
148,3463
149,4675
150,2814
151,4357
152,3008
153,1413
154,2286
155,2287
156,4897
157,2958
158,1251
159,455
160,645
161,2515
162,2139
163,4892
164,4602
165,3618
166,1329
167,1671
168,2195
169,1860
170,4435
171,812
172,278
173,4333
174,2293
175,2182
176,1932
177,4148
178,3775
179,2498
180,3410
181,1750
182,2004
183,4252
184,3858
185,72
186,1638
187,4049
188,50
189,4183
190,1697
191,231
192,4252
193,3827
194,1753
195,1496
196,3011
197,320
198,3290
199,396
200,1144
201,4381
202,284
203,228
204,3298
205,960
206,388
207,2791
208,283
209,3628
210,4888
211,1405
212,1948
213,1360
214,3123
215,403
216,1772
217,1040
218,399
219,1897
220,1740
221,3718
222,3648
223,1987
224,3983
225,1885
226,1141
227,933
228,347
229,3567
230,2890
231,89
232,2173
233,3123
234,3439
235,2908
236,3303
237,1800
238,2425
239,3507
240,3819
241,92
242,3557
243,4412
244,2811
245,2571
246,1260
247,3655
248,4962
249,4297
250,315
251,158
252,4547
253,1953
254,710
255,1168
256,1252
257,3703
258,485
259,4532
260,2782
261,3271
262,3805
263,4775
264,2248
265,3531
266,2565
267,986
268,3001
269,1776
270,1158
271,3988
272,1882
273,4874
274,3541
275,4888
276,3496
277,4486
278,323
279,1256
280,3189
281,2920
282,4383
283,2903
284,4229
285,741
286,4628
287,3426
288,1069
289,2012
290,2264
291,1608
292,210
293,4474
294,2274
295,304
296,3078
297,2874
298,3096
299,126
300,160
301,4507
302,3248
303,239
304,3054
305,4951
306,3272
307,4296
308,2819
309,1815
310,1965
311,2177
312,601
313,4962
314,2027
315,2380
316,916
317,4003
318,2980
319,4699
320,102
321,3305
322,4543
323,3097
324,750
325,405
326,2450
327,2174
328,4875
329,2428
330,2264
331,1197
332,3569
333,4336
334,4514
335,1595
336,4027
337,3097
338,1165
339,4772
340,619
341,4157
342,986
343,3459
344,4395
345,2879
346,3932
347,1072
348,574
349,3706
350,2062
351,1132
352,2236
353,2554
354,4772
355,4783
356,2816
357,2432
358,4129
359,1698
360,553
361,4749
362,3341
363,1815
364,3441
365,4466
366,1474
367,776
368,2219
369,243
370,53
371,3469
372,4333
373,3460
374,574
375,1061
376,1152
377,2141
378,2405
379,1397
380,2702
381,4773
382,4556
383,3873
384,3837
385,459
386,4417
387,2358
388,1361
389,2934
390,4663
391,934
392,2035
393,4843
394,2855
395,992
396,301
397,2258
398,2309
399,3292
400,769
401,2563
402,2482
403,2018
404,2720
405,875
406,670
407,4807
408,541
409,2121
410,3182
411,4403
412,1434
413,3914
414,2567
415,2931
416,2395
417,1572
418,1687
419,1967
420,3707
421,4958
422,1860
423,2630
424,2919
425,219
426,3387
427,932
428,3613
429,2090
430,4789
431,1133
432,1101
433,3217
434,4066
435,2954
436,2683
437,4174
438,1592
439,137
440,2016
441,4161
442,3968
443,1664
444,296
445,465
446,4212
447,2434
448,1177
449,708
450,2822
451,4239
452,1974
453,1956
454,4991
455,3992
456,2213
457,1786
458,1186
459,2020
460,319
461,1258
462,4443
463,1604
464,4353
465,4726
466,3926
467,1925
468,1192
469,4008
470,659
471,3778
472,4434
473,4864
474,1772
475,1843
476,2457
477,811
478,4097
479,4969
480,3608
481,459
482,1053
483,137
484,2672
485,705
486,936
487,1918
488,2638
489,4884
490,3596
491,4105
492,776
493,1242
494,88
495,1821
496,4598
497,682
498,4131
499,4776
500,4732
501,4246
502,3987
503,740
504,379
505,2640
506,4074
507,850
508,4801
509,933
510,1627
511,3410
512,4603
513,3593
514,1907
515,3884
516,3323
517,4241
518,3313
519,1044
520,3590
521,1235
522,3470
523,90
524,4295
525,2674
526,450
527,2378
528,3268
529,2987
530,4390
531,1225
532,3319
533,721
534,4763
535,2178
536,3679
537,1881
538,4785
539,3438
540,1922
541,2129
542,4256
543,4530
544,53
545,2946
546,1935
547,3161
548,3928
549,700
550,945
551,3415
552,805
553,1215
554,696
555,3363
556,3946
557,1060
558,4959
559,541
560,2849
561,3763
562,2070
563,1101
564,511
565,4811
566,4020
567,3548
568,3893
569,1544
570,3109
571,1222
572,2978
573,4312
574,4971
575,1892
576,2110
577,2037
578,2430
579,1568
580,2389
581,932
582,2756
583,3462
584,2468
585,1935
586,2254
587,2738
588,3113
589,3748
590,4465
591,937
592,2459
593,130
594,4497
595,3730
596,678
597,1750
598,2361
599,1588
600,1318
601,4878
602,463
603,955
604,938
605,4299
606,783
607,1735
608,3148
609,755
610,4240
611,1411
612,2609
613,390
614,4370
615,176
616,1457
617,3277
618,2515
619,4087
620,2140
621,686
622,3636
623,3688
624,1993
625,4003
626,2993
627,3091
628,1563
629,561
630,2637
631,2944
632,2288
633,4222
634,2072
635,4776
636,2145
637,2164
638,2090
639,3246
640,3119
641,1439
642,57
643,616
644,4288
645,4743
646,887
647,1782
648,3154
649,3906
650,4038
651,143
652,854
653,3365
654,2632
655,2122
656,1290
657,4741
658,104
659,4051
660,275
661,2766
662,4492
663,1182
664,1898
665,857
666,3429
667,1050
668,677
669,2510
670,2913
671,2405
672,965
673,1318
674,2868
675,2109
676,1211
677,3382
678,1085
679,2912
680,980
681,4750
682,4500
683,629
684,3313
685,2610
686,811
687,2683
688,2069
689,2186
690,3138
691,1751
692,1900
693,661
694,4452
695,1324
696,4720
697,369
698,4898
699,1060
700,3304
701,3392
702,3062
703,2311
704,4751
705,3750
706,4083
707,4918
708,4881
709,608
710,1821
711,3241
712,4394
713,1611
714,1380
715,393
716,2911
717,1192
718,1822
719,4491
720,868
721,1542
722,3370
723,1250
724,1606
725,3044
726,794
727,1300
728,4206
729,991
730,4288
731,2752
732,292
733,4021
734,2915
735,1234
736,1804
737,4549
738,571
739,4648
740,527
741,4058
742,2050
743,4535
744,2264
745,1216
746,283
747,2688
748,3131
749,275
750,3523
751,4756
752,1360
753,551
754,659
755,4068
756,4762
757,487
758,4615
759,3497
760,2884
761,4874
762,2172
763,3096
764,2063
765,1978
766,1647
767,683
768,3888
769,1737
770,177
771,3335
