id,value
1,4814
2,103
3,1356
4,800
5,768
6,1098
7,203
8,3063
9,283
10,1035
11,1426
12,2530
13,1591
14,1910
15,2978
16,2064
17,78
18,2670
19,3718
20,1351
21,1457
22,718
23,1891
24,4083
25,1355
26,3929
27,2476
28,1543
29,2497
30,2653
31,1590
32,1663
33,2784
34,477
35,2322
36,2044
37,3809
38,2528
39,762
40,796
41,1151
42,790
43,4860
44,2443
45,2965
46,4958
47,3341
48,277
49,834
50,4933
51,213
52,1932
53,1913
54,2240
55,1986
56,2990
57,4140
58,4253
59,367
60,1629
61,3180
62,3893
63,428
64,2729
65,1782
66,1136
67,130
68,1722
69,201
70,3340
71,1100
72,1293
73,718
74,1712
75,1910
76,3054
77,4182
78,4904
79,672
80,2572
81,4372
82,1857
83,1566
84,3837
85,1562
86,3445
87,3884
88,452
89,1267
90,4789
91,3347
92,736
93,3424
94,1698
95,481
96,1071
97,1243
98,3986
99,4927
100,3754
101,2379
102,501
103,4957
104,663
105,2590
106,3530
107,1990
108,810
109,2627
110,557
111,1124
112,2147
113,4011
114,872
115,4319
116,1490
117,863
118,1101
119,349
120,4714
121,4385
122,846
123,185
124,2558
125,1339
126,1154
127,3065
128,2918
129,2793
130,1355
131,909
132,490
133,3160
134,2510
135,601
136,3570
137,613
138,1475
139,4772
140,471
141,4695
142,349
143,1801
144,2550
145,3672
146,415
147,4642
148,309
149,4653
150,2530
151,1424
152,1872
153,4909
154,153
155,4929
156,3166
157,908
158,312
159,4810
160,3079
161,4008
162,4407
163,504
164,153
165,1194
166,2487
167,3778
168,3794
169,467
170,1401
171,1916
172,3707
173,3422
174,4729
175,2790
176,1562
177,4040
178,180
179,3039
180,4493
181,2639
182,859
183,3138
184,376
185,3060
186,2486
187,360
188,212
189,3589
190,4104
191,1570
192,3893
193,4887
194,188
195,1434
196,4299
197,4957
198,4652
199,1629
200,1821
201,3672
202,4692
203,3277
204,3253
205,1352
206,4683
207,762
208,2864
209,2623
210,3209
211,4990
212,3394
213,2746
214,3069
215,3667
216,4978
217,4515
218,1321
219,3967
220,693
221,3128
222,2662
223,4404
224,1635
225,4196
226,3656
227,4765
228,4500
229,4694
230,3690
231,2163
232,1834
233,3866
234,1331
235,2365
236,2036
237,527
238,3974
239,1727
240,2540
241,986
242,3523
243,2656
244,4516
245,3169
246,269
247,1759
248,1326
249,4336
250,4432
251,2766
252,4895
253,2073
254,4464
255,2634
256,3235
257,1821
258,4810
259,2707
260,594
261,3321
262,4478
263,2777
264,2038
265,3493
266,148
267,909
268,1408
269,1886
270,3317
271,562
272,4327
273,2402
274,4859
275,2908
276,1717
277,1183
278,347
279,2091
280,2372
281,4724
282,1225
283,2990
284,1343
285,1275
286,2081
287,3935
288,3413
289,1826
290,813
291,120
292,3781
293,2559
294,3959
295,3591
296,4051
297,4234
298,656
299,3627
300,1722
301,399
302,1521
303,2773
304,1036
305,1433
306,234
307,2538
308,4318
309,2437
310,3662
311,3235
312,2203
313,1513
314,3073
315,723
316,1619
317,4948
318,90
319,2865
320,790
321,2587
322,1687
323,1887
324,3089
325,846
326,1629
327,4974
328,962
329,1731
330,1047
331,4966
332,1233
333,4571
334,3438
335,1797
336,4323
337,2514
338,1909
339,1173
340,876
341,399
342,3041
343,4141
344,1630
345,3466
346,3990
347,449
348,3186
349,3261
